Vendor_ID,Vendor_Name,Seller_ID,Seller_Name,Order_ID,Order_Date,Reason
3409,Lazy Window LLP,3368,A.D.Enterprise,2630701,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2630857,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2630883,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2630959,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2631115,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2631150,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2631173,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3567,Anant Tenet Media,2631385,2023-12-30,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3567,Anant Tenet Media,2631765,2023-12-30,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2631856,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632120,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3107,RS Traders,3790,Shopping,2632350,2023-12-30,""", The Consignee Phone field must be exactly 10 characters in length.\n, The Consignee Phone field must be exactly 10 characters in length.\n, The Consignee Phone field must be exactly 10 characters in length.\n, The Consignee Phone field must be exactly 10 characters in length.\n, The Consignee Phone field must be exactly 10 characters in length.\n, The Consignee Phone field must be exactly 10 characters in length.\n"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632361,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2632425,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632485,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632508,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
2934,Acetech Ventures,3313,Ar seller ecom india,2632534,2023-12-30,""", Ekart STO - 0.5kg[999002] Invalid HSN value passed, Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2632624,2023-12-30,""", Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632665,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632671,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2632700,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632740,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632789,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632839,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2632941,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3107,RS Traders,3790,Shopping,2632985,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2633312,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633344,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633509,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633548,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633626,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633664,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633718,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633742,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633747,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633983,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2633984,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.city:Special characters not allowed in - city, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2634083,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2634238,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2634393,2023-12-30,""", Ecom Exp Air[999009] Array"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2634403,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2634578,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2634765,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2634918,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2634987,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2635038,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2635065,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2635128,2023-12-30,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2635175,2023-12-30,""", Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2635261,2023-12-30,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2635337,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2635480,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3632,AGHI ENTERPRISES,3416,Store Bolt,2635599,2023-12-30,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2635700,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.addressLine2:Special characters not allowed in - address line 2, Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2635724,2023-12-31,""", Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2635805,2023-12-31,""", Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2636090,2023-12-31,""", Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2636247,2023-12-31,""", The Consignee City field cannot exceed 40 characters in length.\n, Ecom Exp Air[999009] Array, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n, The Consignee City field cannot exceed 40 characters in length.\n"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2636432,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2636481,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2636571,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3416,Store Bolt,2636748,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2636780,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2636832,2023-12-31,""", Ekart STL -  1kg[999006] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2636906,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2636916,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3416,Store Bolt,2636970,2023-12-31,""", Ekart STL -  1kg[999006] services[0].serviceDetails[0].serviceData.destination.address.addressLine1:Special characters not allowed in - address line 1, Ecom Exp Air[999009] Array, Xpressbees(14): Drop address not provided,, Xpressbees(14): Drop address not provided,, Xpressbees(3): Drop address not provided,, Ekart(15): [{status:REQUEST_REJECTED,message:[services[0].serviceDetails[0].serviceData.destination.address.firstName:Name is null or empty,services[0].serviceDetails[0].serviceData.destination.address.addressLine1:Address is null or empty],is_parked:NOT_PARKED}],"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2636983,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3639,onlinekart24.com,2637107,2023-12-31,""", Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637214,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3624,SARVAH PHARMA,3323,Khemka GOC,2637223,2023-12-31,""", Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637310,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2637362,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2637497,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2637573,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637581,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637589,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637639,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637696,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2637822,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637852,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3316,NAMOSHIVAI APPARELS PRIVATE LIMITED,3783,BEASTKART,2637870,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3416,Store Bolt,2637913,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2637940,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2638086,2023-12-31,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2638320,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3416,Store Bolt,2638400,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3416,Store Bolt,2638601,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3416,Store Bolt,2638601,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2638769,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639003,2023-12-31,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3107,RS Traders,3315,shopcod,2639013,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639027,2023-12-31,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639035,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639062,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639123,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639287,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
2934,Acetech Ventures,3313,Ar seller ecom india,2639394,2023-12-31,""", Shipway Delhivery[999011] No Courier Found., Ecom Exp Air[999009] Array"""
3508,HARSHIV ENTERPRISE,3416,Store Bolt,2639436,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639451,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is Invalid, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639454,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639549,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639591,2023-12-31,""", Ekart STO - 0.5kg[999002] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639751,2023-12-31,""", Ekart STO - 0.5kg[999002] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3368,A.D.Enterprise,2639838,2023-12-31,""", Ekart STO - 0.5kg[999002] services[0].serviceDetails[0].serviceData.destination.address.pincode:Pincode is null or empty, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639879,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639879,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639891,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639891,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639894,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639894,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639900,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639900,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639953,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639953,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639960,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639960,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639986,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2639986,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640192,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640192,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640198,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640198,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640199,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640199,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640212,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640212,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640226,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640226,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640230,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640230,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640270,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640270,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640286,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640286,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640292,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640292,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640297,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640297,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640315,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640315,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640329,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640329,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640371,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640371,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640404,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640404,2023-12-31,""", Ekart STL -  1kg[999006] Serviceability failure, Ecom Exp Air[999009] Array"""
3409,Lazy Window LLP,3528,INTELLIQUESTGLOBAL,2640426,2023-12-31,""", Ekart STL -  1kg[999006] No vendor has delivery serviceability, Ecom Exp Air[999009] Array"""
