Seller_ID,Seller_Name,Order_Date,AWB,Seller_Remittance_ID,Order_Amount,UTR_Number
3315,shopcod,2024-01-09,STOC9000745219,0,999,
3371,Elevate Store,2024-01-09,77883058842,0,759.05,
3649,Neu Urban,2024-01-09,77883145933,0,499,
3323,Khemka GOC,2024-01-09,STLC8000194636,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198018,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084356,0,599,
3371,Elevate Store,2024-01-09,77883058831,0,719.1,
3323,Khemka GOC,2024-01-09,STLC8000199735,0,999,
3751,Thefirstplace,2024-01-09,22679010871555,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187470,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199244,0,1998,
3649,Neu Urban,2024-01-09,412003364059,0,699,
3649,Neu Urban,2024-01-09,77882402054,0,699,
3649,Neu Urban,2024-01-09,77882402006,0,699,
3649,Neu Urban,2024-01-09,77882401962,0,699,
3649,Neu Urban,2024-01-09,77882401774,0,699,
3649,Neu Urban,2024-01-09,77882401752,0,699,
3649,Neu Urban,2024-01-09,77882401505,0,699,
3649,Neu Urban,2024-01-09,77882401590,0,699,
3649,Neu Urban,2024-01-09,77882401343,0,699,
3649,Neu Urban,2024-01-09,77882401284,0,699,
3649,Neu Urban,2024-01-09,77882401166,0,699,
3649,Neu Urban,2024-01-09,77882401122,0,699,
3649,Neu Urban,2024-01-09,77882400993,0,699,
3315,shopcod,2024-01-09,412003362631,0,1299,
3649,Neu Urban,2024-01-09,77882400912,0,699,
3649,Neu Urban,2024-01-09,77882400713,0,699,
3649,Neu Urban,2024-01-09,77882400610,0,699,
3649,Neu Urban,2024-01-09,412003362930,0,699,
3649,Neu Urban,2024-01-09,412003363165,0,699,
3649,Neu Urban,2024-01-09,77882400481,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084360,0,599,
3649,Neu Urban,2024-01-09,77882400271,0,699,
3649,Neu Urban,2024-01-09,412003364019,0,499,
3649,Neu Urban,2024-01-09,77882400256,0,699,
3649,Neu Urban,2024-01-09,77882400234,0,699,
3649,Neu Urban,2024-01-09,22679010860086,0,699,
3649,Neu Urban,2024-01-09,22679010860075,0,699,
3649,Neu Urban,2024-01-09,77882400164,0,699,
3649,Neu Urban,2024-01-09,77882400131,0,699,
3649,Neu Urban,2024-01-09,77882400072,0,699,
3649,Neu Urban,2024-01-09,77882400035,0,699,
3323,Khemka GOC,2024-01-09,STLC8000200253,0,999,
3501,Namit Ace Traders,2024-01-09,412003365661,0,698,
3323,Khemka GOC,2024-01-09,STLC8000198965,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199112,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187455,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084371,0,599,
3323,Khemka GOC,2024-01-09,STLC8000200090,0,999,
3729,BIGSHORT,2024-01-09,STOC9000741569,0,1599,
3323,Khemka GOC,2024-01-09,STLC8000198426,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199746,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300881,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084334,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187422,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199051,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399434091,0,699,
3315,shopcod,2024-01-09,STOC9000746737,0,999,
3371,Elevate Store,2024-01-09,77883058853,0,799,
3371,Elevate Store,2024-01-09,77883058820,0,759.05,
3323,Khemka GOC,2024-01-09,STLC8000199937,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199581,0,999,
3649,Neu Urban,2024-01-09,77883145771,0,699,
3371,Elevate Store,2024-01-09,77883058805,0,759.05,
3315,shopcod,2024-01-09,STLC8000202078,0,1299,
3416,Store Bolt,2024-01-09,STOC9000746474,0,899,
3729,BIGSHORT,2024-01-09,STOC9000748165,0,1599,
3315,shopcod,2024-01-09,STLC8000202477,0,1299,
3368,A.D.Enterprise,2024-01-09,77883128842,0,900,
3315,shopcod,2024-01-09,STOC9000746939,0,999,
3323,Khemka GOC,2024-01-09,STLC8000192793,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187271,0,699,
3315,shopcod,2024-01-09,STOC9000744982,0,999,
3315,shopcod,2024-01-09,STOC9000742070,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199811,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187282,0,699,
3323,Khemka GOC,2024-01-09,STLC8000200274,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,412003364863,0,599,
3323,Khemka GOC,2024-01-09,STLC8000200045,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198709,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187260,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187256,0,699,
3315,shopcod,2024-01-09,STOC9000747135,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199789,0,999,
3315,shopcod,2024-01-09,412003365137,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198986,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187190,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084231,0,599,
3323,Khemka GOC,2024-01-09,STLC8000190364,0,999,
3315,shopcod,2024-01-09,STOC9000746690,0,999,
3323,Khemka GOC,2024-01-09,STLC8000196413,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199510,0,999,
3751,Thefirstplace,2024-01-09,77882471240,0,999,
3751,Thefirstplace,2024-01-09,412003364326,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199081,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084253,0,599,
3323,Khemka GOC,2024-01-09,STLC8000194147,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198340,0,999,
3371,Elevate Store,2024-01-09,77883058735,0,759.05,
3751,Thefirstplace,2024-01-09,77883206995,0,699,
3323,Khemka GOC,2024-01-09,412003362981,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187131,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187120,0,699,
3729,BIGSHORT,2024-01-09,STOC9000747651,0,1599,
3315,shopcod,2024-01-09,STOC9000747016,0,999,
3323,Khemka GOC,2024-01-09,412003362219,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187072,0,699,
3323,Khemka GOC,2024-01-09,412003363238,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199920,0,999,
3315,shopcod,2024-01-09,STLC8000203401,0,1299,
3323,Khemka GOC,2024-01-09,412003364025,0,999,
3323,Khemka GOC,2024-01-09,STLC8000200151,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199061,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084216,0,599,
3729,BIGSHORT,2024-01-09,STOC9000742510,0,1599,
3323,Khemka GOC,2024-01-09,STLC8000199760,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084183,0,599,
3315,shopcod,2024-01-09,STOC9000747758,0,999,
3729,BIGSHORT,2024-01-09,STOC9000708361,0,1599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084161,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399187024,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199324,0,999,
3315,shopcod,2024-01-09,STLC8000201860,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000199023,0,999,
3323,Khemka GOC,2024-01-09,STLC8000197936,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199296,0,999,
3315,shopcod,2024-01-09,STOC9000747526,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199606,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198805,0,999,
3315,shopcod,2024-01-09,STOC9000746701,0,999,
3315,shopcod,2024-01-09,412003361605,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199928,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084135,0,599,
3649,Neu Urban,2024-01-09,22679010928351,0,499,
3315,shopcod,2024-01-09,STOC9000745859,0,999,
3315,shopcod,2024-01-09,STLC8000203279,0,1299,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084080,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186921,0,699,
3323,Khemka GOC,2024-01-09,412003362973,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186943,0,699,
3323,Khemka GOC,2024-01-09,STLC8000183484,0,999,
3649,Neu Urban,2024-01-09,77884024105,0,699,
3371,Elevate Store,2024-01-09,77883058632,0,759.05,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186910,0,699,
3315,shopcod,2024-01-09,STOC9000746429,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186884,0,699,
3323,Khemka GOC,2024-01-09,STLC8000197813,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084065,0,599,
3323,Khemka GOC,2024-01-09,STLC8000196590,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186873,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083984,0,599,
3323,Khemka GOC,2024-01-09,22679010879281,0,599,
3323,Khemka GOC,2024-01-09,22679010879292,0,599,
3323,Khemka GOC,2024-01-09,STLC8000198344,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199221,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186851,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199730,0,999,
3315,shopcod,2024-01-09,STLC8000202943,0,1299,
3324,Workos Technologies Private Limited - New,2024-01-09,80399084010,0,599,
3315,shopcod,2024-01-09,STOC9000747436,0,999,
3371,Elevate Store,2024-01-09,77883058595,0,719.1,
3323,Khemka GOC,2024-01-09,STLC8000193095,0,999,
3315,shopcod,2024-01-09,STLC8000203230,0,1299,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083962,0,599,
3315,shopcod,2024-01-09,STOC9000744185,0,999,
3323,Khemka GOC,2024-01-09,STLC8000200235,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,22679010874241,0,699,
3315,shopcod,2024-01-09,412003364723,0,1299,
3315,shopcod,2024-01-09,STOC9000747581,0,999,
3790,Shopping,2024-01-09,STOC9000747201,0,599,
3315,shopcod,2024-01-09,STOC9000747631,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083940,0,599,
3323,Khemka GOC,2024-01-09,STLC8000197512,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083914,0,599,
3315,shopcod,2024-01-09,STOC9000747635,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083925,0,599,
3323,Khemka GOC,2024-01-09,STLC8000198727,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199875,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,22679010874252,0,699,
3313,Ar seller ecom india,2024-01-09,77883048342,0,699,
3323,Khemka GOC,2024-01-09,STLC8000179094,0,999,
3315,shopcod,2024-01-09,STLC8000201300,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000193924,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199448,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,412003363613,0,599,
3371,Elevate Store,2024-01-09,SHBC7000145413,0,889,
3371,Elevate Store,2024-01-09,77883058455,0,759.05,
3323,Khemka GOC,2024-01-09,STLC8000199955,0,999,
3323,Khemka GOC,2024-01-09,STLC8000196293,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198719,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186711,0,699,
3315,shopcod,2024-01-09,STOC9000746033,0,999,
3790,Shopping,2024-01-09,STOC9000744772,0,599,
3371,Elevate Store,2024-01-09,77883058444,0,799,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186700,0,699,
3790,Shopping,2024-01-09,412003294585,0,599,
3323,Khemka GOC,2024-01-09,STLC8000200390,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,23645417666691,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199272,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186696,0,699,
3371,Elevate Store,2024-01-09,77883058396,0,799,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083870,0,599,
3323,Khemka GOC,2024-01-09,STLC8000198013,0,999,
3371,Elevate Store,2024-01-09,77883058363,0,799,
3315,shopcod,2024-01-09,STOC9000745463,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199198,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198983,0,999,
3315,shopcod,2024-01-09,STOC9000744608,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399321774,0,599,
3649,Neu Urban,2024-01-09,77883145126,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199585,0,999,
3371,Elevate Store,2024-01-09,77883058352,0,1598,
3371,Elevate Store,2024-01-09,77883058330,0,799,
3323,Khemka GOC,2024-01-09,STLC8000199443,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,22679010874263,0,699,
3315,shopcod,2024-01-09,412003364677,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300811,0,699,
3790,Shopping,2024-01-09,STOC9000745702,0,599,
3323,Khemka GOC,2024-01-09,STLC8000198266,0,999,
3790,Shopping,2024-01-09,SF913867302NIM,0,599,
3790,Shopping,2024-01-09,412003365179,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083811,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399083785,0,599,
3323,Khemka GOC,2024-01-09,STLC8000200211,0,999,
3371,Elevate Store,2024-01-09,77883058282,0,759.05,
3323,Khemka GOC,2024-01-09,STLC8000195660,0,999,
3649,Neu Urban,2024-01-09,77883145071,0,599,
3371,Elevate Store,2024-01-09,77883058256,0,719.1,
3323,Khemka GOC,2024-01-09,STLC8000199515,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199777,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199718,0,999,
3371,Elevate Store,2024-01-09,77883058234,0,799,
3315,shopcod,2024-01-09,STOC9000745780,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186615,0,699,
3315,shopcod,2024-01-09,412003363019,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000199315,0,999,
3315,shopcod,2024-01-09,STLC8000202468,0,1299,
3315,shopcod,2024-01-09,STOC9000745555,0,999,
3790,Shopping,2024-01-09,STOC9000747084,0,599,
3371,Elevate Store,2024-01-09,77883058245,0,759.05,
3313,Ar seller ecom india,2024-01-09,77883048294,0,699,
3315,shopcod,2024-01-09,STLC8000203259,0,1299,
3729,BIGSHORT,2024-01-09,412003364633,0,1599,
3323,Khemka GOC,2024-01-09,STLC8000197489,0,999,
3315,shopcod,2024-01-09,STOC9000747494,0,999,
3323,Khemka GOC,2024-01-09,STLC8000194363,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199498,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,22679010874285,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186593,0,699,
3323,Khemka GOC,2024-01-09,412003362623,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186545,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199484,0,999,
3371,Elevate Store,2024-01-09,77883058260,0,719.1,
3315,shopcod,2024-01-09,STOC9000747339,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198291,0,999,
3371,Elevate Store,2024-01-09,77883058186,0,759.05,
3324,Workos Technologies Private Limited - New,2024-01-09,80399186501,0,699,
3790,Shopping,2024-01-09,STOC9000747168,0,599,
3501,Namit Ace Traders,2024-01-09,77883531666,0,698,
3323,Khemka GOC,2024-01-09,STLC8000198716,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199389,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199449,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198653,0,999,
3843,homfy,2024-01-09,22679010879351,0,799,
3323,Khemka GOC,2024-01-09,STLC8000198474,0,999,
3371,Elevate Store,2024-01-09,SHBC7000145818,0,989,
3315,shopcod,2024-01-09,STOC9000747600,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198797,0,999,
3323,Khemka GOC,2024-01-09,STLC8000196811,0,999,
3649,Neu Urban,2024-01-09,77883144894,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230866,0,599,
3315,shopcod,2024-01-09,STOC9000746319,0,999,
3371,Elevate Store,2024-01-09,77883058142,0,799,
3729,BIGSHORT,2024-01-09,STOC9000748271,0,1599,
3323,Khemka GOC,2024-01-09,STLC8000198219,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399434032,0,699,
3323,Khemka GOC,2024-01-09,STLC8000198916,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230855,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230833,0,599,
3371,Elevate Store,2024-01-09,77883058120,0,989,
3323,Khemka GOC,2024-01-09,STLC8000198928,0,999,
3323,Khemka GOC,2024-01-09,412003364225,0,999,
3315,shopcod,2024-01-09,STOC9000746963,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199986,0,999,
3323,Khemka GOC,2024-01-09,STLC8000200137,0,999,
3843,homfy,2024-01-09,22679010879384,0,799,
3323,Khemka GOC,2024-01-09,STLC8000199884,0,999,
3843,homfy,2024-01-09,22679010879373,0,799,
3323,Khemka GOC,2024-01-09,STLC8000197898,0,999,
3323,Khemka GOC,2024-01-09,412003364368,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199335,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230726,0,599,
3649,Neu Urban,2024-01-09,77883144850,0,699,
3323,Khemka GOC,2024-01-09,STLC8000196911,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433940,0,699,
3315,shopcod,2024-01-09,STOC9000744724,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199236,0,999,
3323,Khemka GOC,2024-01-09,STLC8000196747,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230704,0,599,
3371,Elevate Store,2024-01-09,SHBC7000146831,0,844.55,
3323,Khemka GOC,2024-01-09,STLC8000199514,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199774,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230715,0,599,
3315,shopcod,2024-01-09,STOC9000745645,0,999,
3315,shopcod,2024-01-09,STOC9000746337,0,999,
3323,Khemka GOC,2024-01-09,STLC8000197555,0,999,
3323,Khemka GOC,2024-01-09,STLC8000197644,0,999,
3315,shopcod,2024-01-09,STOC9000745974,0,999,
3371,Elevate Store,2024-01-09,77883058094,0,759.05,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433870,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433903,0,699,
3790,Shopping,2024-01-09,STOC9000747366,0,599,
3323,Khemka GOC,2024-01-09,STLC8000196813,0,999,
3315,shopcod,2024-01-09,STOC9000746757,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198729,0,999,
3315,shopcod,2024-01-09,STOC9000746661,0,999,
3790,Shopping,2024-01-09,STOC9000747604,0,599,
3371,Elevate Store,2024-01-09,77883058046,0,854.05,
3371,Elevate Store,2024-01-09,77883058024,0,759.05,
3315,shopcod,2024-01-09,STOC9000733709,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199666,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230682,0,599,
3323,Khemka GOC,2024-01-09,STLC8000197953,0,999,
3323,Khemka GOC,2024-01-09,STLC8000197295,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199220,0,999,
3323,Khemka GOC,2024-01-09,412003363693,0,999,
3315,shopcod,2024-01-09,STOC9000746258,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433844,0,699,
3315,shopcod,2024-01-09,STLC8000201987,0,1299,
3371,Elevate Store,2024-01-09,77883058013,0,759.05,
3315,shopcod,2024-01-09,STOC9000747609,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198991,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230645,0,599,
3315,shopcod,2024-01-09,412003364662,0,999,
3790,Shopping,2024-01-09,412003365530,0,599,
3315,shopcod,2024-01-09,412003361214,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199323,0,999,
3315,shopcod,2024-01-09,STLC8000203116,0,1299,
3371,Elevate Store,2024-01-09,77883057921,0,759.05,
3315,shopcod,2024-01-09,412003364475,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000198764,0,999,
3315,shopcod,2024-01-09,STOC9000746435,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198022,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230586,0,599,
3323,Khemka GOC,2024-01-09,STLC8000198951,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199041,0,999,
3790,Shopping,2024-01-09,STOC9000746835,0,599,
3323,Khemka GOC,2024-01-09,STLC8000196910,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433752,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433741,0,699,
3323,Khemka GOC,2024-01-09,STLC8000195677,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199014,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199204,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433726,0,699,
3315,shopcod,2024-01-09,STLC8000202066,0,1299,
3371,Elevate Store,2024-01-09,77883057910,0,759.05,
3323,Khemka GOC,2024-01-09,412003363706,0,999,
3315,shopcod,2024-01-09,STOC9000746714,0,999,
3323,Khemka GOC,2024-01-09,STLC8000195579,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198962,0,999,
3315,shopcod,2024-01-09,STOC9000747111,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230612,0,599,
3790,Shopping,2024-01-09,412003363215,0,599,
3315,shopcod,2024-01-09,STLC8000201184,0,1299,
3315,shopcod,2024-01-09,STOC9000747694,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199111,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230531,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300634,0,699,
3315,shopcod,2024-01-09,STOC9000747180,0,999,
3315,shopcod,2024-01-09,STLC8000199554,0,1299,
3315,shopcod,2024-01-09,412003364790,0,999,
3649,Neu Urban,2024-01-09,22679010928395,0,499,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300612,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199129,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199268,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433623,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230520,0,599,
3323,Khemka GOC,2024-01-09,STLC8000199560,0,999,
3315,shopcod,2024-01-09,STLC8000200939,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000197352,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198992,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198134,0,999,
3649,Neu Urban,2024-01-09,77883144636,0,699,
3371,Elevate Store,2024-01-09,77883057906,0,759.05,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230494,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433564,0,699,
3313,Ar seller ecom india,2024-01-09,77883048272,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199227,0,999,
3315,shopcod,2024-01-09,STOC9000747192,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433531,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230391,0,599,
3315,shopcod,2024-01-09,STLC8000199828,0,1299,
3324,Workos Technologies Private Limited - New,2024-01-09,23645417695450,0,699,
3323,Khemka GOC,2024-01-09,STLC8000197736,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300586,0,699,
3323,Khemka GOC,2024-01-09,STLC8000198915,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199307,0,999,
3790,Shopping,2024-01-09,STOC9000746956,0,599,
3323,Khemka GOC,2024-01-09,STLC8000199437,0,999,
3323,Khemka GOC,2024-01-09,STLC8000197880,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230365,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433483,0,699,
3323,Khemka GOC,2024-01-09,STLC8000197593,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300553,0,699,
3315,shopcod,2024-01-09,STOC9000745081,0,999,
3323,Khemka GOC,2024-01-09,STLC8000183720,0,999,
3315,shopcod,2024-01-09,STOC9000745486,0,999,
3315,shopcod,2024-01-09,STLC8000203352,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000199775,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230446,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433472,0,699,
3315,shopcod,2024-01-09,STLC8000202114,0,1299,
3323,Khemka GOC,2024-01-09,STLC8000198857,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198211,0,999,
3751,Thefirstplace,2024-01-09,412003365579,0,699,
3315,shopcod,2024-01-09,STLC8000202018,0,1299,
3790,Shopping,2024-01-09,STOC9000746679,0,599,
3323,Khemka GOC,2024-01-09,STLC8000199455,0,999,
3323,Khemka GOC,2024-01-09,STLC8000198488,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230376,0,599,
3323,Khemka GOC,2024-01-09,STLC8000198844,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199076,0,999,
3323,Khemka GOC,2024-01-09,STLC8000199214,0,999,
3790,Shopping,2024-01-09,STOC9000745775,0,599,
3323,Khemka GOC,2024-01-09,STLC8000198895,0,999,
3313,Ar seller ecom india,2024-01-09,77883048283,0,699,
3323,Khemka GOC,2024-01-09,22679010879476,0,599,
3790,Shopping,2024-01-09,STOC9000746573,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399433446,0,699,
3324,Workos Technologies Private Limited - New,2024-01-09,22679010871021,0,699,
3323,Khemka GOC,2024-01-09,STLC8000197823,0,999,
3315,shopcod,2024-01-09,STOC9000747033,0,999,
3649,Neu Urban,2024-01-09,77884059061,0,499,
3323,Khemka GOC,2024-01-09,STLC8000199648,0,999,
3790,Shopping,2024-01-09,412003299994,0,599,
3729,BIGSHORT,2024-01-09,STOC9000747563,0,1599,
3315,shopcod,2024-01-09,STLC8000202666,0,1299,
3843,homfy,2024-01-09,22679010879454,0,799,
3323,Khemka GOC,2024-01-09,STLC8000198644,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300402,0,699,
3323,Khemka GOC,2024-01-09,STLC8000201495,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399230111,0,599,
3323,Khemka GOC,2024-01-09,412003362540,0,999,
3323,Khemka GOC,2024-01-09,STLC8000200865,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,23645417695424,0,699,
3323,Khemka GOC,2024-01-09,STLC8000199377,0,999,
3790,Shopping,2024-01-09,STOC9000746259,0,599,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300321,0,699,
3371,Elevate Store,2024-01-09,77883057840,0,759.05,
3324,Workos Technologies Private Limited - New,2024-01-09,412003364983,0,599,
3323,Khemka GOC,2024-01-09,STLC8000201499,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,80399300240,0,699,
3323,Khemka GOC,2024-01-09,STLC8000195306,0,999,
3315,shopcod,2024-01-09,STOC9000746720,0,999,
3324,Workos Technologies Private Limited - New,2024-01-09,412003365145,0,599,
3315,shopcod,2024-01-09,STOC9000747088,0,999,
